levelName,p,cost,deaths,lives,refers,dxc,dxb,att,check,TPT.screened,TPT.asymptomatic,TPT.eligible,TPT.treated,TB.symptoms,TB.evaluated,TB.diagnosed,TB.treated
     ¦   ¦   ¦   ¦   ¦       ¦               °--no TB outcomes                  ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦       ¦                   ¦--dies                        ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦       ¦                   °--survives                    ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦       °--Invited for reassessment                        ,1-(soc.frac.clin.dx + soc.frac.noclin.dx),,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦--TB diagnosed (clinical)                     ,soc.frac.clin.dx,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦   °--TB outcomes                             ,1,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦--TB tx                               ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦--dies                            ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   °--survives                        ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       °--no TB tx                            ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦--dies                            ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           °--survives                        ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦--no TB diagnosed                             ,1-(soc.frac.clin.7d.ltfu + soc.frac.clin.7d.dx),,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦   °--TPT outcomes                            ,1,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦--Eligible for TPT                    ,soc.frac.eligible.tpt,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦--TPT                             ,(1-soc.frac.pre.tpt.ltfu),0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦--TB disease <1yr             ,p.tbdx.<1yr*tptRR,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦   °--TB outcomes             ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦       ¦--TB tx               ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦       ¦   ¦--dies            ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦       ¦   °--survives        ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦       °--no TB tx            ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦           ¦--dies            ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦           °--survives        ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦   °--no TB disease <1yr          ,1-p.tbdx.<1yr*tptRR,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦       °--no TB outcomes          ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦           ¦--dies                ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   ¦           °--survives            ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦   °--no TPT                          ,soc.frac.pre.tpt.ltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       ¦--TB disease <1yr             ,p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       ¦   °--TB outcomes             ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       ¦       ¦--TB tx               ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       ¦       ¦   ¦--dies            ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       ¦       ¦   °--survives        ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       ¦       °--no TB tx            ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       ¦           ¦--dies            ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       ¦           °--survives        ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦       °--no TB disease <1yr          ,1-p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦           °--no TB outcomes          ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦               ¦--dies                ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       ¦               °--survives            ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦       °--Not eligible for TPT                ,1-soc.frac.eligible.tpt,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦--TB disease <1yr                 ,p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦   °--TB outcomes                 ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦       ¦--TB tx                   ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦       ¦   ¦--dies                ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦       ¦   °--survives            ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦       °--no TB tx                ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦           ¦--dies                ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           ¦           °--survives            ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦           °--no TB disease <1yr              ,1-p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦               °--no TB outcomes              ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦                   ¦--dies                    ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦                   °--survives                ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           °--Not reassessed at 7 days                    ,soc.frac.clin.7d.ltfu,,0,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   °--Child contact did not reach facility                    ,1-soc.frac.symp.ltfu,,0,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   °--Asymptomatic child contact                                  ,1-soc.frac.rescr.symp,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦       °--TPT outcomes                                            ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦--Eligible for TPT                                    ,soc.frac.eligible.tpt,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦--TPT                                             ,(1-soc.frac.pre.tpt.ltfu),0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   ¦--TB disease <1yr                             ,p.tbdx.<1yr*tptRR,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   ¦   °--TB outcomes                             ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   ¦       ¦--TB tx                               ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   ¦       ¦   ¦--dies                            ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   ¦       ¦   °--survives                        ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   ¦       °--no TB tx                            ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   ¦           ¦--dies                            ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   ¦           °--survives                        ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦   °--no TB disease <1yr                          ,1-p.tbdx.<1yr*tptRR,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦       °--no TB outcomes                          ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦           ¦--dies                                ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   ¦           °--survives                            ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦   °--no TPT                                          ,soc.frac.pre.tpt.ltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦--TB disease <1yr                             ,p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦   °--TB outcomes                             ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦       ¦--TB tx                               ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦       ¦   ¦--dies                            ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦       ¦   °--survives                        ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦       °--no TB tx                            ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦           ¦--dies                            ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦           °--survives                        ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       °--no TB disease <1yr                          ,1-p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦           °--no TB outcomes                          ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦               ¦--dies                                ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦               °--survives                            ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           °--Not eligible for TPT                                ,1-soc.frac.eligible.tpt,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦--TB disease <1yr                                 ,p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   °--TB outcomes                                 ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦       ¦--TB tx                                   ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦       ¦   ¦--dies                                ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦       ¦   °--survives                            ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦       °--no TB tx                                ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦--dies                                ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           °--survives                            ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               °--no TB disease <1yr                              ,1-p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                   °--no TB outcomes                              ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦--dies                                    ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       °--survives                                ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   °--Child contact not re-screened                                   ,soc.frac.rescr.ltfu,0,0,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦--Symptomatic child contact                                           ,soc.frac.symp,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦--Symptomatic child contact @facility                             ,(1-soc.frac.symp.ltfu),,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦--clinical and bacteriological assessment                     ,soc.frac.bac.assess,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦--TB diagnosed (bacteriological)                          ,soc.frac.bac.dx,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                         ,1,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦       ¦--TB tx                                           ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦       ¦   ¦--dies                                        ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦       ¦   °--survives                                    ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦       °--no TB tx                                        ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           ¦--dies                                        ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   ¦           °--survives                                    ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦   °--no TB diagnosed                                         ,1-soc.frac.bac.dx,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦       °--clinical assessment + with/without CXR              ,1,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦--TB diagnosed (clinical)                         ,soc.frac.bac.clin.dx,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦   °--TB outcomes                                 ,1,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦--TB tx                                   ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦--dies                                ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   °--survives                            ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       °--no TB tx                                ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦--dies                                ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           °--survives                            ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦--no TB diagnosed                                 ,1-soc.frac.bac.dx,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦   °--TPT outcomes                                ,1,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦--Eligible for TPT                        ,soc.frac.eligible.tpt,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦--TPT                                 ,(1-soc.frac.pre.tpt.ltfu),0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦--TB disease <1yr                 ,p.tbdx.<1yr*tptRR,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦   °--TB outcomes                 ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦       ¦--TB tx                   ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦       ¦   ¦--dies                ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦       ¦   °--survives            ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦       °--no TB tx                ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦           ¦--dies                ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   ¦           °--survives            ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦   °--no TB disease <1yr              ,1-p.tbdx.<1yr*tptRR,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦       °--no TB outcomes              ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦           ¦--dies                    ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   ¦           °--survives                ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦   °--no TPT                              ,soc.frac.pre.tpt.ltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       ¦--TB disease <1yr                 ,p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       ¦   °--TB outcomes                 ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       ¦       ¦--TB tx                   ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       ¦       ¦   ¦--dies                ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       ¦       ¦   °--survives            ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       ¦       °--no TB tx                ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       ¦           ¦--dies                ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       ¦           °--survives            ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦       °--no TB disease <1yr              ,1-p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦           °--no TB outcomes              ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦               ¦--dies                    ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       ¦               °--survives                ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦       °--Not eligible for TPT                    ,1-soc.frac.eligible.tpt,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦--TB disease <1yr                     ,p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦   °--TB outcomes                     ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦       ¦--TB tx                       ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦       ¦   ¦--dies                    ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦       ¦   °--survives                ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦       °--no TB tx                    ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦           ¦--dies                    ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           ¦           °--survives                ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦           °--no TB disease <1yr                  ,1-p.tbdx.<1yr,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦               °--no TB outcomes                  ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦                   ¦--dies                        ,p.cfr.notb,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           ¦                   °--survives                    ,1-p.cfr.notb,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦           °--Invited for reassessment                        ,1-(soc.frac.bac.clin.dx + soc.frac.bac.noclin.dx),,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦--TB diagnosed (clinical)                     ,soc.frac.bac.clin.7d.dx,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦   °--TB outcomes                             ,1,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦--TB tx                               ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦--dies                            ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   °--survives                        ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       °--no TB tx                            ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦           ¦--dies                            ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦           °--survives                        ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦--no TB diagnosed                             ,1-(soc.frac.bac.clin.7d.ltfu + soc.frac.bac.clin.7d.dx),,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦   °--TPT outcomes                            ,1,,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦--Eligible for TPT                    ,soc.frac.eligible.tpt,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦--TPT                             ,(1-soc.frac.pre.tpt.ltfu),0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦   ¦--TB disease <1yr             ,p.tbdx.<1yr*tptRR,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦   ¦   °--TB outcomes             ,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦   ¦       ¦--TB tx               ,1-p.ptltfu,0,0,0,,,,1,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦   ¦       ¦   ¦--dies            ,p.cfr.tx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦   ¦       ¦   °--survives        ,1-p.cfr.tx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦   ¦       °--no TB tx            ,p.ptltfu,0,0,0,,,,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦   ¦           ¦--dies            ,p.cfr.notx,0,1,0,,,,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦   ¦               ¦       ¦   ¦   ¦           °--survives        ,1-p.cfr.notx,0,0,1,,,,0,1,0,0,0,0,0,0,0,0
